actual_label,predicted_label,anomaly_score
1,1,-0.03278726120780784
1,1,-0.020374204401226392
1,0,0.051991914241610204
1,1,-0.014656240271873844
1,1,-0.055623094009592755
1,0,0.011762496401669376
1,1,-0.03172160375477362
1,0,0.05255329051920449
1,0,0.05877874496813412
1,0,0.047552217471772906
1,0,0.0376639758467055
1,0,0.0215166436075101
1,1,-0.01898631880487156
1,1,-0.03599552008486251
1,1,-0.006823941070490558
1,0,0.01247212743542886
1,0,0.07544078962883222
1,0,0.02833701948088968
1,1,-0.039180659043019705
1,1,-0.033118281785415093
1,1,-0.028092423376751108
1,1,-0.006494348497622093
1,0,0.07544078962883222
1,0,0.06345710246131747
1,1,-0.04151975371744965
1,1,-0.04444403153726828
1,0,0.004770491115918096
1,0,0.07756181986443322
1,1,-0.030059963508452858
1,1,-0.03634788848481707
1,1,-0.03316427140847089
1,0,0.040734922056731016
1,0,0.009949666978439464
1,1,-0.015238903391925573
1,1,-0.08027125802578983
1,1,-0.08175169113006875
1,0,0.01601988725251452
1,0,0.015191621405143296
1,0,0.06615449492159531
1,0,0.035560162901639936
1,0,0.06571269094664106
1,0,0.006999717546800788
1,0,0.006266293800725076
1,0,0.021666448634978908
1,1,-0.03585834407789301
1,0,0.024939238120870733
1,0,0.059538998109030905
1,1,-0.09063845955810612
1,1,-0.05663941726518329
1,0,0.05261075327406611
1,0,0.0627176009958989
1,0,0.012083419440995169
1,1,-0.03353360724496579
1,1,-0.02234200499488015
1,0,0.012671461362757763
1,0,0.06525240018140632
1,1,-0.037678145574000066
1,0,0.05097614682740187
1,0,0.00731516675045446
1,0,0.07756181986443322
1,0,0.04989909225413769
1,1,-0.030351128876579314
1,0,0.034404180104673
1,0,0.01671974393635728
1,1,-0.0788896159849718
1,0,0.07544078962883222
1,1,-0.08564241749316925
1,1,-0.019351126764814985
1,0,0.06230053163077298
1,0,0.07544078962883222
1,1,-0.02809228384353779
1,0,0.03528172334633439
1,0,0.06101014968406265
1,0,0.0649337345735117
1,1,-0.05241153470684301
1,0,0.06828099923416048
1,0,0.010602502478930298
1,0,0.06365442681892225
1,0,0.06468769818095127
1,0,0.07490410433024353
1,1,-0.04308740775531994
1,1,-0.030494081745925494
1,1,-0.03770309105447156
1,0,0.05653561911039712
1,0,0.07544078962883222
1,0,0.05839697591346482
1,1,-0.04380032442074233
1,1,-0.11278893872208706
1,0,0.020328549117638484
1,0,0.06716808936868679
1,0,0.059755814971412524
1,0,0.02905917326346802
1,1,-0.023288030361181766
1,0,0.003316667430273146
1,0,0.04989909225413769
1,0,0.0746872629412823
1,0,0.017556208099528348
1,0,0.06213417202535326
1,1,-0.11058817011949162
1,1,-0.023796260672147795
1,1,-0.10256860945134383
1,0,0.05983468899151806
1,1,-0.028816400059884728
1,1,-0.017792504706924395
1,0,0.0634276878879636
1,1,-0.03097658813134707
0,1,-0.009508354042846667
1,0,0.06422509359707806
1,1,-0.024014426160031244
1,0,0.05718383176780362
1,0,0.02266528748237756
1,1,-0.030857642945773645
1,0,0.06365442681892225
1,0,0.05953081549961531
1,0,0.06371293940069611
1,0,0.06120977753594464
1,0,0.07490410433024353
1,0,0.012214475579232942
1,1,-0.04657107252954373
1,0,0.05496205171174673
1,0,0.05977780068269695
1,1,-0.04107600151432578
1,1,-0.10245795255289614
1,1,-0.02057848478252866
1,0,0.013878429492189814
1,0,0.05232409732104992
1,0,0.05316737396079607
1,1,-0.030238710127877266
1,0,0.05249764688512365
1,0,0.06474155322415015
1,0,0.06893086881414473
1,1,-0.03258464272031558
1,1,-0.023294233010767718
1,0,0.015041007256940242
1,1,-0.018127481903551068
1,0,0.054469374278744265
1,1,-0.03513390793696103
1,0,0.05496205171174673
1,1,-0.0734171652890595
1,0,0.0759384387512953
1,0,0.012668642654708628
1,0,0.06213417202535326
1,1,-0.0229915143107271
1,1,-0.032068990454994895
1,1,-0.05581022998571383
1,1,-0.014565951945591626
1,1,-0.03578300377231092
1,1,-0.021954275800164846
1,0,0.017808731493802854
1,1,-0.023952472427202
1,0,0.002569809372913401
1,0,0.06664096952714582
1,1,-0.0880705088384669
1,0,0.049140810150943015
1,0,0.062313073773744176
1,1,-0.032433617577076634
1,0,0.01739525070408754
1,1,-0.04103417966012035
1,0,0.05461745027144266
1,0,0.06455200563736674
1,1,-0.032585331105824844
1,0,0.05418692379556017
1,1,-0.07877704652491446
1,1,-0.01898285944681022
1,0,0.0152719677432131
1,0,0.060429785150149906
1,0,0.06872720515480535
1,0,0.006407324429555161
1,0,0.00401216808960303
1,0,0.063913214896136
1,0,0.013578138510191906
1,1,-0.002056115811569059
1,1,-0.03118187186242516
1,1,-0.033271827434318224
1,1,-0.05581022998571383
1,0,0.06966286656011517
1,1,-0.0831773944119063
1,1,-0.07719545748002654
1,0,0.06910288717590113
1,0,0.01445691029074142
1,1,-0.012546916426298904
1,0,0.059668829629264175
1,1,-0.04687418804263266
1,0,0.07544078962883222
1,0,0.06615449492159531
1,0,0.04989909225413769
1,1,-0.020017733753476596
1,1,-0.03709300831563789
1,0,0.05637458034326981
1,1,-0.025591217014534928
1,0,0.07339222289630304
1,0,0.012541031583531204
1,1,-0.028747660924064222
1,0,0.003287259628260486
1,0,0.010549788698004048
1,0,0.05388114479432049
1,0,0.037040164290059796
1,0,0.06659260120674981
1,1,-0.04814049975031054
1,0,0.06067205602516157
1,1,-0.042054138625324367
1,0,0.05640520474016175
1,1,-0.0735762668660892
1,0,0.016876178346061477
1,0,0.07715544933189766
1,1,-0.07571734974930522
1,1,-0.03914107458552274
1,1,-0.08201031339234555
1,0,0.07864884970692282
1,0,0.07335414951702662
1,1,-0.06327663610925849
1,0,0.04339462560243712
1,0,0.004739125957275658
1,0,0.07720201305786828
1,0,0.0665011725881568
1,0,0.01898435642658769
1,0,0.026698400561321278
1,0,0.031258767411614985
1,0,0.06704504589962551
1,0,0.054403032800770856
1,0,0.004349188681933347
1,0,0.0700933388905523
1,1,-0.002056131408528672
1,1,-0.023491249859009078
1,0,0.05290881890933047
1,1,-0.09815895714886969
1,0,0.0699602379057056
1,0,0.004856260121883227
1,0,0.05994250563206466
1,0,0.07104315339173245
1,1,-0.03178486707524031
1,1,-0.04877609461882615
1,0,0.032818167435906986
1,1,-0.005107576183238427
1,1,-0.05086326793617946
1,1,-0.04339290811693319
1,1,-0.053157964810845115
1,1,-0.038166398510845134
1,1,-0.05187784439503462
1,1,-0.021056290927719767
1,0,0.04177763192166967
1,0,0.06190351673156752
1,1,-0.06790837906346814
1,1,-0.021375047916333934
1,0,0.06707599103115847
1,0,0.06846971906156779
1,1,-0.02255817740810573
1,0,0.06304795528687995
1,0,0.05910109532565866
1,0,0.06145101661234803
1,0,0.02776316765422826
1,0,0.04010238257902504
1,0,0.06804511168737554
1,1,-0.043764314662367854
1,0,0.06290724378474666
1,1,-0.09134141987208477
1,1,-0.0656887950762357
1,0,0.013876330416211058
1,1,-0.019056713918382706
1,0,0.019572374927585845
1,0,0.0194361734699397
1,0,0.05240496605812506
1,0,0.017976474663661313
1,1,-0.043080606159703216
1,1,-0.03781522001826099
1,0,0.0625209640553932
1,0,0.061657977813203535
1,0,0.052276862407339364
1,0,0.01876793304932589
1,1,-0.01816705146860631
1,1,-0.03803433219421337
1,0,0.07864884970692282
1,0,0.06068671745117493
1,1,-0.023277581932480307
1,1,-0.02674752057765073
1,1,-0.03634788848481707
1,1,-0.04072024757988546
1,0,0.012825157446784696
1,1,-0.019994879433917312
1,1,-0.036343587919190457
1,0,0.05987361386556983
1,1,-0.026249775044548174
1,0,0.02620915032598692
1,1,-0.053214966208789294
1,0,0.05142858147355306
1,0,0.07150374531048204
1,1,-0.026675105221770634
1,1,-0.02593000317095928
1,0,0.06296236706621866
1,1,-0.06630596484800233
1,0,0.012644819952363107
1,1,-0.0065933126629172945
1,1,-0.04862374158511429
1,0,0.008424247639026605
1,0,0.07066620496161213
1,1,-0.039180659043019705
1,1,-0.0639697106919882
1,0,0.011898983749091818
1,1,-0.045185357135590465
1,1,-0.023559548843684275
1,1,-0.031102417424486495
1,1,-0.10139229158808805
1,0,0.073295880363771
1,0,0.006589748071315404
1,0,0.00444086396300325
1,0,0.0726581110582325
1,1,-0.0804128753171689
1,0,0.008483248185379655
1,1,-0.03389459558822139
1,0,0.049160863664387044
1,1,-0.08693458939763898
1,0,0.06360876629435824
1,1,-0.039180659043019705
1,0,0.07544078962883222
1,0,0.06784352521866943
1,1,-0.030011975021337567
1,0,0.05512033800001748
1,0,0.06335818296198875
1,1,-0.023971381083927712
1,0,0.018412907033700743
1,0,0.05901208685611531
1,0,0.03171379479025921
1,0,0.06778596537185766
1,1,-0.021706694604588073
1,0,0.07289163198677695
1,1,-0.03407815019295313
